Name,Gene Product,Gene symbol,Chromosome,Region,Mid Log Control 1 TPM,Mid Log Control 2 TPM,Mid Log Control 3 TPM,Mid Log Control AVG TPM,Mid Log Exiguo 1 TPM,Mid Log Exiguo 2 TPM,Mid Log Exiguo 3 TPM,Mid Log Exiguo AVG TPM,Stationary Control 1 TPM,Stationary Control 2 TPM,Stationary Control 3 TPM,Stationary Control AVG TPM,Stationary Exiguo 1 TPM,Stationary Exiguo 2 TPM,Stationary Exiguo 3 TPM,Stationary Exiguo AVG TPM
MAE_RS20820,"product=""Nif11-like leader peptide family natural product",,NC_010296,complement(4396901..4397185),391.0436047,471.8908104,515.0634251,459.3326134,524.5257099,456.7913244,485.2541792,488.8570712,409.5152323,435.5660433,422.6142429,422.5651728,384.0916605,467.588376,452.3279286,434.6693217
MAE_RS33545,"product=""hypothetical protein""",,NC_010296,4397319..4397501,0,0.592432018,0,0.197477339,0,0.952975653,0,0.317658551,0,0.610018488,0,0.203339496,0,0.56341308,0,0.18780436
miaB,"product=""tRNA (N6-isopentenyl",miaB,NC_010296,4397604..4398944,92.48617446,75.10633111,61.83126066,76.47458874,77.86224207,78.15892709,69.06631035,75.02915984,64.94911104,65.09866205,65.56252257,65.20343189,63.14601984,63.62345352,59.61968592,62.12971976
MAE_RS20835,"product=""DUF2358 domain-containing protein""",,NC_010296,4399009..4399395,44.24659651,34.45749944,36.29120271,38.33176622,43.40560119,41.12016068,44.1469236,42.89089516,22.16676716,27.11508537,20.65288766,23.31158006,19.734293,18.64940969,24.14281419,20.84217229
MAE_RS20840,"product=""DUF697 domain-containing protein""",,NC_010296,complement(4399405..4400817),58.88082115,58.08223626,50.5816664,55.84824127,69.01973913,75.37966598,67.58341981,70.66094164,32.01856375,33.26090192,25.14010388,30.13985651,22.4731456,27.43618342,22.76661734,24.22531545
MAE_RS20845,"product=""IS630-like element ISMae22 family transposase""",,NC_010296,4401177..4402220,147.3378046,126.6400045,134.0294833,136.0024308,198.6363496,199.9106045,207.4024073,201.9831205,115.7182656,115.9105245,106.6497117,112.7595006,113.3229538,119.7948965,139.9066071,124.3414858
MAE_RS35310,"product=""PEP-CTERM sorting domain-containing protein""",,NC_010296,complement(4402287..4403009),1216.975891,902.7090685,816.0183176,978.5677591,1391.347829,1371.035395,1273.311428,1345.231551,939.9958304,952.2034238,964.5369869,952.2454137,1052.239915,1066.269773,1136.07164,1084.860443
MAE_RS20855,"product=""IS1634 family transposase""",,NC_010296,complement(4404458..4405264),9.949978132,8.060599199,7.348181565,8.452919632,5.990021721,4.430096854,11.14254186,7.187553478,6.432262248,6.778235175,9.904172893,7.704890105,2.988523338,4.663342831,6.888046796,4.846637655
rpmG,"product=""50S ribosomal protein L33""",rpmG,NC_010296,4405543..4405737,25.30189991,50.59369431,36.81230716,37.56930046,25.40921137,38.45623288,34.12360588,32.66301671,31.10298275,28.62394446,18.21690604,25.98127775,19.92604321,16.91972817,29.71893447,22.18823529
rpsR,"product=""30S ribosomal protein S18""",rpsR,NC_010296,4405778..4405993,261.5632136,283.8366481,292.8386431,279.4128349,312.7519292,250.2884666,288.9106346,283.9836768,145.7076669,166.9332539,94.56345322,135.7347913,163.1397072,125.0620533,144.0037372,144.0684992
MAE_RS20870,"product=""IS4 family transposase""",,NC_010296,complement(4406410..4407819),3.63642241,3.498500138,3.762960168,3.632627572,5.22820566,4.545389723,2.933570488,4.235721957,5.270277314,8.708987357,4.408878855,6.129381175,4.276131797,5.923029842,7.04582641,5.74832935
MAE_RS20875,"product=""GAF domain-containing protein""",,NC_010296,4408233..4410461,18.87977251,15.58861664,17.54916003,17.33918306,20.7107218,27.18802342,26.94785507,24.94886676,24.73402354,26.54360395,20.31932824,23.86565191,20.01667078,18.98808239,16.71368647,18.57281322
MAE_RS20880,"product=""tRNA-Phe""",,NC_010296,4410539..4410611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS20885,"product=""HEAT repeat domain-containing protein""",,NC_010296,4410919..4411662,64.88512994,81.09271567,94.66605754,80.21463438,76.3425853,83.21245065,82.91039594,80.82181063,46.70870774,48.01435845,34.46658823,43.06321814,41.42023721,35.19968651,32.11073154,36.24355175
MAE_RS20890,"product=""UbiX family flavin prenyltransferase""",,NC_010296,4411646..4412263,26.61203065,44.5589402,48.31388702,39.82828595,39.69625195,52.91096616,46.56067977,46.38929929,29.88421809,29.98566609,14.19050554,24.68679657,31.65352362,22.85651993,18.94604154,24.4853617
MAE_RS20895,"product=""hypothetical protein""",,NC_010296,4412671..4413285,32.40482446,44.15930461,45.67380634,40.74597847,59.34358348,54.72869444,47.95750016,54.00992603,31.80691753,27.95372527,19.31380816,26.35815032,22.22197923,23.55478926,19.80769202,21.86148683
ilvN,"product=""acetolactate synthase small subunit""",ilvN,NC_010296,4413393..4413917,264.0611167,285.0799795,271.4812383,273.5407782,312.5952735,317.1489359,293.5684117,307.7708737,304.32087,291.3099719,224.3444509,273.3250976,289.1533896,300.4762441,300.5164791,296.7153709
MAE_RS20905,"product=""PBP1A family penicillin-binding protein""",,NC_010296,4414104..4416356,104.4716577,110.4361123,105.3277123,106.7451607,120.9559662,121.4878995,112.6298814,118.3579157,112.5548073,111.8811273,96.22774372,106.8878928,98.36305183,101.4571167,101.1036552,100.3079412
MAE_RS35315,"product=""calcium-binding protein""",,NC_010296,complement(4416870..4417067),189.5763267,201.4986959,154.4758871,181.8503032,223.997316,265.9957193,227.979783,239.3242728,243.673996,182.6728092,161.4680308,195.9382787,182.0307553,195.7945817,163.6654988,180.4969452
MAE_RS35320,"product=""calcium-binding protein""",,NC_010296,complement(4417083..4417553),857.7429387,927.0523376,806.6560947,863.8171237,1136.131617,1234.369029,1059.570565,1143.35707,985.9629467,833.1026383,771.1726864,863.4127571,754.6994337,784.4486433,748.5362457,762.5614409
pgsA,"product=""CDP-diacylglycerol--glycerol-3-phosphate",pgsA,NC_010296,complement(4417690..4418223),24.0950567,33.19449847,38.57469412,31.95474976,41.6407465,49.23216775,45.4653267,45.44608032,17.70184437,19.02366646,12.47295182,16.39948755,6.021818561,10.42630721,10.85241989,9.100181889
MAE_RS20920,"product=""acyl-CoA desaturase""",,NC_010296,complement(4418555..4419649),54.68825908,62.42529209,62.99092226,60.03482448,106.8324477,123.2308482,118.9083223,116.3238727,28.99183373,36.08969655,19.66739599,28.24964209,17.98708955,21.37419428,18.46944125,19.27690836
MAE_RS20925,"product=""helix-turn-helix domain-containing protein""",,NC_010296,4419895..4421043,6.651577127,5.567004782,5.251538124,5.823373344,7.362409204,6.222955895,4.382539179,5.989301426,100.8635645,97.44846261,109.9465192,102.7528488,42.67944252,44.91196612,52.49548025,46.69562963
MAE_RS20930,"product=""DUF1822 family protein""",,NC_010296,4421060..4422424,1.630094392,2.501885982,1.829182965,1.987054446,3.010150476,3.385681632,3.293784352,3.229872153,59.28380624,42.2816551,65.14170418,55.56905517,30.91972223,33.15964584,36.65046438,33.57661082
MAE_RS20935,"product=""ABC transporter substrate-binding protein""",,NC_010296,4422457..4425069,8.293277113,6.472540849,6.449917543,7.071911835,8.833562744,9.94442676,8.465517393,9.081168966,28.62712342,24.43715855,31.77762527,28.28063575,19.63889488,22.82663887,23.62668869,22.03074081
MAE_RS20940,"product=""PspA",,NC_010296,4425177..4425896,10.07734984,2.710376481,1.589420267,4.792382196,5.035362009,4.904846563,3.7466797,4.562296091,346.9663818,272.4164647,271.0476371,296.8101612,171.9480108,200.8391562,191.2019203,187.9963624
MAE_RS20945,"product=""ABC transporter substrate-binding protein""",,NC_010296,4425908..4427257,19.491834,12.6885773,14.79605776,15.65882302,15.30750051,16.17993829,17.31798617,16.26847499,446.3106786,355.3249248,377.9248965,393.1868333,243.6550456,293.4662228,318.2756363,285.1323016
MAE_RS20950,"product=""response regulator transcription factor""",,NC_010296,4427410..4428120,15.64753055,14.63832023,14.92482092,15.0702239,15.29730231,15.08476018,17.19994731,15.86066993,72.62328335,76.14935435,59.01758721,69.2634083,47.11162552,56.41024879,54.56020692,52.69402708
gyrB,"product=""DNA topoisomerase (ATP-hydrolyzing) subunit B""",gyrB,NC_010296,4428554..4430476,62.83487027,50.34563073,43.92940315,52.36996805,73.77865833,75.18100747,64.9034811,71.28771563,62.53950368,61.07036887,51.95441709,58.52142988,56.85498585,60.98880664,54.06066163,57.30148471
MAE_RS20960,"product=""hypothetical protein""",,NC_010296,complement(4430555..4430752),48.37127923,53.93375421,54.1191033,52.14137891,51.87948736,72.66439353,47.23087137,57.25825075,59.88364341,52.4338619,39.24570193,50.52106908,52.78215208,56.75959948,47.78554708,52.44243288
MAE_RS20965,"product=""BrnT family toxin""",,NC_010296,complement(4430982..4431221),38.69702339,31.39519423,28.6095648,32.90059414,39.77935987,32.15399414,26.97609384,32.96981595,24.81583702,21.39639848,17.11392931,21.1087216,21.77263773,26.4205521,28.58173035,25.59164006
MAE_RS20970,"product=""aminotransferase class V-fold PLP-dependent",,NC_010296,complement(4431252..4432466),54.46247736,73.92747043,62.506494,63.63214726,93.49610446,93.29749292,88.36613455,91.71991065,30.31079244,30.13641955,21.74502596,27.39741265,24.26074227,26.39138156,26.76875554,25.80695979
MAE_RS20975,"product=""TM0106 family RecB-like putative nuclease""",,NC_010296,4432777..4434210,16.52854032,13.30617184,15.23521899,15.02331039,12.21970697,14.016019,13.29365852,13.1764615,15.66052592,15.88089973,15.40505228,15.64882597,13.6414767,13.37339916,13.69085915,13.56857834
MAE_RS20980,"product=""hypothetical protein""",,NC_010296,complement(4434566..4434946),74.39782055,63.45553335,63.34926304,67.06753898,95.15644741,78.95815989,66.55519215,80.22326649,202.0689987,204.8077034,193.4649765,200.1138929,194.4723387,205.6679556,209.5320987,203.224131
mtnB,"product=""methylthioribulose 1-phosphate dehydratase""",mtnB,NC_010296,4435185..4435802,44.61428667,39.0329299,35.85664786,39.83462148,42.82502058,38.37808745,35.79352257,38.99887687,50.39646246,61.59706106,57.83978207,56.61110186,53.33401924,54.05483545,58.7518662,55.3802403
MAE_RS20990,"product=""tRNA-Cys""",,NC_010296,complement(4435851..4435921),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS20995,"product=""hypothetical protein""",,NC_010296,4436056..4436391,22.45809393,16.4558572,18.57763948,19.16386354,12.22873631,13.75433163,12.31051901,12.76452898,9.43196951,8.970539737,12.55461995,10.31904307,12.76052028,7.978331644,8.447802074,9.728884667
MAE_RS21000,"product=""restriction endonuclease""",,NC_010296,4436654..4437577,3.873890328,2.639977092,4.503670178,3.672512532,2.354195225,2.736710925,1.751694405,2.280866852,1.182692102,1.32896885,1.681958654,1.397873202,2.320094597,1.952738514,2.30394602,2.19225971
MAE_RS21005,"product=""phycobiliprotein lyase""",,NC_010296,4437653..4438234,63.66391734,91.18414345,85.62312741,80.15706273,88.45625632,87.27218398,92.39234889,89.3735964,68.91071361,67.51709786,27.656949,54.69492016,84.48911497,65.7247495,75.79797668,75.33728038
MAE_RS21010,"product=""phycobilisome rod-core linker polypeptide""",,NC_010296,4438444..4439196,698.9103825,777.1185686,867.3709904,781.1333139,1003.060161,1102.819684,1157.141874,1087.673906,593.4249502,655.4199043,668.5618124,639.1355557,403.3798733,429.3970855,434.43916,422.4053729
mnmA,"product=""tRNA 2-thiouridine(34) synthase MnmA""",mnmA,NC_010296,complement(4439286..4440344),81.21259157,81.89995031,75.05436522,79.38896903,93.11853596,101.6478117,101.213421,98.65992289,81.26401395,80.9579211,80.819781,81.01390535,80.59371097,88.98734514,75.04902919,81.54336177
MAE_RS21020,"product=""hypothetical protein""",,NC_010296,4440450..4441085,17.49275821,30.5130434,21.59212438,23.19930866,43.32311464,40.85658353,44.9601564,43.04661819,20.53309693,17.02584621,10.12348699,15.89414338,16.22151045,16.94092771,16.55025375,16.57089731
MAE_RS21025,"product=""alpha",,NC_010296,complement(4441477..4442454),2.0772942,3.658176845,2.446625732,2.727365592,4.942686635,5.171208374,4.597153006,4.903682671,2.067171655,1.027301074,1.589089771,1.5611875,1.232995058,1.423222917,1.20929682,1.288504932
MAE_RS21030,"product=""universal stress protein""",,NC_010296,4442802..4443656,201.0661127,262.9857694,288.4987906,250.8502243,278.3053416,261.5408241,288.3760207,276.0740622,175.1048278,196.7619986,208.126154,193.3309935,173.4759152,175.941055,181.069498,176.8288227
MAE_RS34200,"product=""hypothetical protein""",,NC_010296,complement(4443660..4443833),10.56384259,24.61146459,23.31814059,19.49781593,26.39224225,24.80612055,19.63776946,23.61204409,14.13113149,12.83142338,14.67363929,13.87873139,16.94069072,18.96176433,15.63328889,17.17858132
MAE_RS21035,"product=""IS4 family transposase""",,NC_010296,4444475..4445884,16.80987718,12.26397301,23.684514,17.5861214,19.19865685,15.83156148,21.93800539,18.98940791,10.92807502,15.43865941,14.09266634,13.48646692,9.312464803,7.933935036,15.76923054,11.00521013
MAE_RS21040,"product=""integron integrase""",,NC_010296,complement(4445854..4446780),42.78797084,38.30197616,36.69835321,39.26276673,46.67079868,52.58174237,45.00865711,48.08706605,28.35169409,28.29972502,18.20216744,24.95119552,26.01659475,30.97586764,27.04754752,28.01333664
MAE_RS21045,"product=""IS5 family transposase""",,NC_010296,4447164..4448021,0,0.758147267,0,0.252715756,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS21050,"product=""DUF1036 domain-containing protein""",,NC_010296,4448283..4449452,12.40289211,11.39748059,9.336454715,11.04560914,16.21644791,18.18473028,14.7561539,16.38577736,4.249806952,3.911939076,3.510549601,3.89076521,4.00811214,3.392757993,4.548816501,3.983228878
MAE_RS21055,"product=""ISKra4-like element ISMae18 family transposase""",,NC_010296,complement(4449995..4451046),0,4.276829808,6.724681668,3.667170492,3.446255367,5.51199487,12.82133738,7.259862538,4.674556805,2.75899997,6.964459979,4.799338918,5.221866903,9.751812793,5.283891411,6.752523702
MAE_RS21065,"product=""NACHT domain-containing protein""",,NC_010296,complement(4451140..4451400),3.335950292,2.699991896,0.797201388,2.277714525,1.852087176,1.837490411,3.445222713,2.378266766,2.72155125,1.71085645,1.275968634,1.902792111,1.540062793,2.765257298,4.531388085,2.945569392
MAE_RS21070,"product=""ISKra4 family transposase""",,NC_010296,complement(4451465..4452534),7.594742907,7.649847637,6.31986988,7.188153475,6.776561956,5.582255278,4.87418518,5.744334138,10.51954885,8.659411983,9.440975399,9.539978744,12.14634571,10.06956077,10.50053903,10.90548184
MAE_RS21080,"product=""hypothetical protein""",,NC_010296,4452723..4453112,100.7114839,115.5037362,120.8403996,112.3518732,126.7361884,128.3364981,123.5827889,126.2184918,80.97983796,84.15439671,76.28329404,80.47250957,79.70417285,76.13877678,89.15680342,81.66658435
MAE_RS21085,"product=""hypothetical protein""",,NC_010296,4453126..4453515,39.44119691,41.00313137,38.94635395,39.79689408,51.4381596,46.05804636,44.26846169,47.25488921,31.66339685,38.06984613,33.0181422,34.25046173,34.35524692,27.89111441,33.96449654,32.07028596
MAE_RS21090,"product=""ABC transporter ATP-binding protein""",,NC_010296,4453661..4454296,25.09830526,31.62105894,31.24314967,29.32083796,40.66292339,39.55410855,42.13247361,40.78316852,25.6878493,23.69576534,26.8796034,25.42107268,20.43488979,24.07394991,26.40602283,23.63828751
MAE_RS21095,"product=""ABC transporter permease""",,NC_010296,4454469..4455368,3.439735412,6.083289434,6.935652074,5.48622564,8.459408175,7.217996424,8.392562528,8.023322375,5.646172093,4.837446614,3.206934501,4.563517736,4.763927573,4.238744402,4.205128143,4.402600039
MAE_RS21100,"product=""type II toxin-antitoxin system VapC family",,NC_010296,4455698..4456171,29.79834079,33.27930615,33.58084707,32.219498,35.69370538,24.19080443,33.38813302,31.09088094,39.42406811,44.98307221,42.15541943,42.18751992,31.3763426,35.67331929,36.92794493,34.65920227
MAE_RS21105,"product=""hypothetical protein""",,NC_010296,4456174..4456401,9.75911774,8.3213313,10.49473669,9.52506191,9.010647805,8.222549794,4.732648042,7.321948547,10.78428456,8.323541744,9.250772598,9.4528663,11.16545525,13.11418076,10.89321846,11.72428482
MAE_RS30600,"product=""ISKra4 family transposase""",,NC_010296,4456973..4458034,8.745090031,10.97421739,16.65340187,12.12423643,18.32075217,19.41822494,16.08743826,17.94213845,4.167486236,6.832551714,5.749067716,5.583035222,5.677350126,5.388234409,3.006844806,4.69080978
MAE_RS21115,"product=""hypothetical protein""",,NC_010296,complement(4458412..4458804),49.23285418,50.75921348,61.67965394,53.89057387,56.27305329,44.92989218,38.89682742,46.6999243,36.14884866,28.97354989,31.91869629,32.34703161,29.66090402,28.59643943,30.09395141,29.45043162
MAE_RS21120,"product=""hypothetical protein""",,NC_010296,complement(4458797..4459015),44.61643107,34.15816934,29.45276908,36.07578983,36.42015261,39.81610604,32.02641278,36.08755714,21.20745152,13.76301987,24.33079916,19.76709018,10.40069804,19.77348369,22.14172781,17.43863651
MAE_RS21125,"product=""DUF433 domain-containing protein""",,NC_010296,complement(4459207..4459431),125.5503425,118.0519534,148.8853312,130.829209,128.3681621,125.7578437,115.8972921,123.3410993,76.98221735,70.45306863,64.63206455,70.68911684,78.009314,81.56718957,73.06410149,77.54686835
MAE_RS21130,"product=""type II toxin-antitoxin system HicB family",,NC_010296,4459799..4459996,9.771975602,10.67724068,9.457707373,9.968974552,9.155203653,11.67034199,7.266287903,9.363944515,8.554806201,5.0742447,8.409793271,7.346281391,13.53388515,4.686572434,6.570512724,8.263656769
MAE_RS21135,"product=""type II toxin-antitoxin system HicA family",,NC_010296,4459999..4460211,82.20846517,81.94753303,96.21996187,86.79198669,91.34572208,101.7301509,104.6959511,99.25727469,65.67106114,47.16903524,51.59585843,54.81198494,37.11334421,36.54646391,31.64951199,35.1031067
MAE_RS21140,"product=""helix-turn-helix domain-containing protein""",,NC_010296,4460729..4461244,3.374740411,4.83245419,5.040444821,4.415879808,2.81043461,4.562647966,5.576453507,4.316512027,3.070873794,1.947093896,1.721073972,2.246347221,2.077294,1.798335934,3.438058983,2.437896306
MAE_RS35325,"product=""hypothetical protein""",,NC_010296,complement(4461216..4461413),0.48859878,0.547550804,0,0.345383195,0,0.440390264,0,0.146796755,0.551922981,0,0,0.183974327,0.676694257,0,0,0.225564752
MAE_RS30605,"product=""IS630 family transposase""",,NC_010296,4461425..4462058,1.983680221,0.940509189,0.656370859,1.193520089,1.524904583,1.375351297,0.567320585,1.155858822,1.292753354,0.880389459,0.175093488,0.782745434,1.268001227,1.057066022,1.492356202,1.272474484
MAE_RS30615,"product=""transposase""",,NC_010296,complement(4462106..4462360),1.517530329,3.826413855,0.815959068,2.053301084,2.369582122,3.077550785,2.115772066,2.520968324,2.571311769,1.313333922,1.741321901,1.875322531,5.254331882,4.447649134,0,3.233993672
MAE_RS21150,"product=""RNA-guided endonuclease TnpB family protein""",,NC_010296,4462418..4463500,53.86497022,51.30444862,42.55531674,49.24157853,61.03807244,54.4278449,51.81004172,55.75865302,60.08927676,74.31917768,51.45582099,61.95475848,58.27068612,57.97848335,62.24696265,59.49871071
MAE_RS21155,"product=""hypothetical protein""",,NC_010296,4463704..4463934,14.23916445,14.31454245,11.70954246,13.42108312,16.74094382,14.15540134,10.89943185,13.93192567,13.24615154,15.9476262,8.650073079,12.61461694,13.92056758,10.71216556,12.28771211,12.30681508
MAE_RS35330,"product=""DUF2062 domain-containing protein""",,NC_010296,complement(4463952..4464089),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mnmE,"product=""tRNA uridine-5-carboxymethylaminomethyl(34)",mnmE,NC_010296,4464143..4465516,9.223635487,12.82201392,10.29747469,10.78104137,13.63285784,15.16750223,14.13594437,14.31210148,11.21440013,11.45582755,11.47257388,11.38093385,8.581310584,8.704609063,9.984883965,9.09026787
MAE_RS21165,"product=""hypothetical protein""",,NC_010296,complement(4465601..4465897),15.63516096,12.77618543,10.50856375,12.97330338,11.80004026,13.35850467,10.89943185,12.0193256,5.33525548,8.26913951,4.111454488,5.90528316,3.60903604,5.728032975,7.566044955,5.634371323
MAE_RS21170,"product=""DUF4164 family protein""",,NC_010296,complement(4466010..4466318),20.66345909,18.59546323,18.18083553,19.14658595,15.64384313,17.3547969,15.71422942,16.23762315,6.012209557,8.67055405,7.903572705,7.528778771,7.371368513,6.006092828,6.889469652,6.755643665
MAE_RS21175,"product=""hypothetical protein""",,NC_010296,complement(4466432..4466707),13.67014413,10.60582101,10.17731554,11.48442689,11.38429672,8.372201863,12.38033292,10.71227717,4.751336965,2.831281463,6.435320068,4.672646165,5.825454912,4.669592099,7.28469889,5.926581967
MAE_RS21180,"product=""hypothetical protein""",,NC_010296,complement(4466821..4467096),5.958780775,4.91010232,9.046502705,6.638461933,2.18928783,4.423050041,0,2.204112624,3.959447471,2.426812682,2.011037521,2.799099225,5.825454912,4.296024731,3.856605294,4.659361646
MAE_RS30620,"product=""transposase""",,NC_010296,complement(4467447..4467728),4.802822051,1.922252823,3.689176635,3.47141717,1.71416579,4.792757871,1.27546543,2.594129697,0.581280586,1.187589185,0,0.589623257,0,0.548428689,0,0.182809563
MAE_RS21185,"product=""transposase""",,NC_010296,complement(4467819..4468841),5.579482844,5.563822688,4.779701576,5.307669036,8.151084542,6.989419671,6.680296943,7.273600385,4.807071123,5.128806471,4.232025001,4.722634198,3.274327052,2.721235607,3.468305837,3.154622832
ltrA_3,"product=""group II intron reverse transcriptase",ltrA,NC_010296,complement(4468888..4470648),63.45125214,63.9039361,62.73988503,63.36502442,72.81116309,71.05513098,73.01876621,72.29502009,30.74878576,32.07637251,35.30107431,32.70874419,23.73848066,26.08353006,29.41619666,26.41273579
alr,"product=""alanine racemase""",alr,NC_010296,4471393..4472589,84.13450573,90.39116884,83.61024179,86.04530546,94.19534345,92.91572325,89.54470581,92.21859084,92.34542925,98.67010829,78.17946165,89.7316664,70.7425335,82.17358584,82.50192668,78.47268201
MAE_RS21200,"product=""cytochrome P450""",,NC_010296,4472803..4474107,46.999833,33.39682284,29.17757079,36.52474221,49.91374939,51.68359392,39.13773001,46.91169111,26.96429238,30.70987329,26.96547047,28.21321205,27.10510515,30.73385969,25.10388999,27.64761828
MAE_RS21205,"product=""AarF",,NC_010296,complement(4474236..4476227),55.0247584,56.60223976,51.91293796,54.51331204,60.78834618,56.88396349,44.50874921,54.06035296,22.95883231,23.20091402,18.3900901,21.51661214,15.53747086,19.17683329,17.09916564,17.2711566
MAE_RS21210,"product=""glycosyl transferase""",,NC_010296,complement(4476349..4477440),6.290038142,9.084228864,8.860104984,8.078123997,18.03876939,19.60341606,14.9867188,17.54296808,6.054473797,5.929245638,5.28615577,5.756625068,6.134865521,5.429042243,3.790680418,5.118196061
MAE_RS21215,"product=""TIGR02646 family protein""",,NC_010296,complement(4477515..4478204),4.065991588,5.420752961,4.674026398,4.720256982,8.056579214,6.129083628,7.558519047,7.24806063,1.900534786,4.853625365,3.539426037,3.431195396,1.941818304,2.764398523,1.028428079,1.911548302
MAE_RS21220,"product=""AAA family ATPase""",,NC_010296,complement(4478201..4479568),14.07293065,16.00865641,14.98161687,15.02106798,18.90469245,19.63213439,19.19351706,19.24344797,7.349290217,6.936284787,6.491770244,6.925781749,6.464210933,7.122356791,4.668522199,6.085029974
bchI,"product=""magnesium chelatase ATPase subunit I""",bchI,NC_010296,complement(4479696..4480769),56.47819754,75.86025792,75.16851968,69.16899171,80.45327009,83.9902962,75.18476806,79.87611145,39.6320784,44.27916324,35.76276334,39.89133499,32.56071307,35.47220421,25.5479154,31.19361089
MAE_RS21230,"product=""hypothetical protein""",,NC_010296,complement(4480853..4481242),23.06937933,29.18866979,28.00936414,26.75580442,34.70526431,31.41337628,24.43987989,30.18617349,20.0348042,21.1817189,17.93226688,19.71626333,13.74209877,17.44846968,14.25295837,15.14784227
glyS,"product=""glycine--tRNA ligase subunit beta""",glyS,NC_010296,complement(4481567..4483699),45.58193683,42.08517067,36.19025203,41.28578651,60.22604574,59.52143852,47.13122818,55.62623748,25.64229511,29.83170583,21.96245309,25.81215134,27.1991118,27.02084754,24.11960367,26.11318767
MAE_RS21240,"product=""hydroxylase""",,NC_010296,4483832..4484416,65.48727034,66.90228441,62.0651942,64.81824965,72.92237084,71.54647978,66.40269253,70.29051438,74.90868517,75.94886597,64.32844945,71.72866686,55.19743005,65.12332875,68.9398412,63.08686666
MAE_RS21245,"product=""GNAT family N-acetyltransferase""",,NC_010296,complement(4484746..4485936),21.03805428,14.65560414,17.55750714,17.75038852,13.29234102,14.38645172,13.74097139,13.80658804,8.257991198,7.873387242,5.312786278,7.148054906,4.499931586,5.627034913,4.667215587,4.931394029
MAE_RS21250,"product=""RibD family protein""",,NC_010296,complement(4486192..4486872),50.99938104,60.97352083,70.57866207,60.85052131,70.27324601,62.93312673,70.24611807,67.81749694,37.95139122,31.47372924,36.35105356,35.25872467,29.70896463,27.93362336,25.52948116,27.72402305
MAE_RS21255,"product=""ATP-binding protein""",,NC_010296,4486964..4488889,191.3252363,126.6812517,138.4429616,152.1498165,155.4217034,168.4636812,161.352337,161.7459072,40.22847969,39.99326819,35.61979729,38.61384839,40.83565253,55.29960807,45.6251491,47.2534699
pheA,"product=""prephenate dehydratase""",pheA,NC_010296,complement(4488931..4489785),20.5931528,25.55044963,27.37757398,24.5070588,30.67153841,36.4086856,33.86472599,33.64831667,20.70582635,20.10706555,21.03333559,20.61540916,24.13305415,21.88711547,16.87584321,20.96533761
MAE_RS21265,"product=""3'-5' exonuclease""",,NC_010296,complement(4489841..4490248),35.8042312,41.18709358,40.03299175,39.00810551,50.05742232,47.87301221,60.82844689,52.91962714,54.10468514,51.43891195,43.53304752,49.69221487,41.70625931,46.2454427,48.98896987,45.64689062
MAE_RS21270,"product=""universal stress protein""",,NC_010296,4490267..4490755,82.30041783,90.67844422,76.80277296,83.26054501,110.4690463,112.696679,92.6786046,105.2814433,98.21858836,93.82683144,80.58955269,90.87832416,93.15962661,98.67678892,73.04152795,88.29264783
lepB_3,"product=""signal peptidase I""",lepB,NC_010296,complement(4490766..4491341),59.96023155,48.84324283,52.55923837,53.78757092,60.63415086,65.47364625,63.38133159,63.1630429,33.86564915,41.2810949,36.23219267,37.12631224,32.10068384,32.48868703,34.70052032,33.0966304
mazG,"product=""nucleoside triphosphate pyrophosphohydrolase""",mazG,NC_010296,complement(4491341..4492174),48.71927405,38.15326125,35.30197009,40.72483513,49.26685131,54.36760379,49.38069935,51.00505148,30.00634508,29.71536105,33.00995114,30.91055242,39.03892986,32.6374253,29.49640244,33.72425253
MAE_RS21285,"product=""hypothetical protein""",,NC_010296,complement(4492581..4492952),1797.539151,1108.777131,1252.052997,1386.123093,1347.852708,1096.411938,1482.718276,1308.994307,876.3023597,1044.312296,905.3820665,941.9989075,1188.220544,893.0188183,1168.385529,1083.208297
MAE_RS21290,"product=""phosphomannose isomerase type II C-terminal",,NC_010296,complement(4493757..4494158),378.5473743,329.6950495,428.8199808,379.0208015,242.2986137,231.5499704,209.8140632,227.8875491,126.9505232,137.4590169,96.3737205,120.2610869,94.32309956,97.07733497,88.55482074,93.31841843
gatC,"product=""Asp-tRNA(Asn)",gatC,NC_010296,complement(4494306..4494602),247.5567153,246.5803788,304.3980632,266.1783858,196.5317051,207.7174078,204.6671093,202.972074,74.5096024,85.69835493,50.83252821,70.34682851,50.97763406,56.75959948,64.11227567,57.28316974
MAE_RS33550,"product=""hypothetical protein""",,NC_010296,4494615..4494779,9.381096578,16.75505461,10.0882212,12.07479079,9.521411799,16.11828365,16.34914778,13.99628108,5.960768192,2.02969788,4.709484232,4.233316768,2.436099327,1.874628974,0.716783206,1.675837169
MAE_RS21300,"product=""photosystem I assembly protein Ycf3""",,NC_010296,complement(4494776..4495297),182.3652826,216.2070434,216.6394771,205.070601,261.3758027,282.0547781,303.524121,282.3182339,97.5571448,106.500814,70.8162592,91.62473935,54.67222915,59.84806867,58.2283369,57.58287824
